Date,Date de valeur,Description,Category,Débit,Crédit,Solde,Source
27/02/2023,27/02/2023,Retrait sur GAB confrere  398220 FT23058YX19G\BNK  BNI ANKORONDRANO Route,Retrait,200000.0,,3435705.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,DB vente carte confrere  405160 FT2305869HRV\BNK  MATERAUTO,Paiement carte,94800.0,,3340905.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,Retrait sur GAB confrere  563840 FT230586KW6Q\BNK  BNI BNI AMPASAMPITO,Retrait,200000.0,,3140905.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,Retrait sur GAB MCB  739790 FT23058DVWGJ\BNK  MCB MADA LE BONNET,Retrait,200000.0,,2940905.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,DB vente carte confrere  822720 FT23058F9NRQ\BNK  JOVENA ANDRANOBEVAVA,Paiement carte,150000.0,,2790905.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,Retrait sur GAB confrere  027250 FT230580LC64\BNK  SGMADA Independance 1,Retrait,200000.0,,2590905.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,DB vente carte confrere  459430 FT23058S5MHW\BNK  SCORE ANTSAHABE,Paiement carte,227282.0,,2363623.17,MCB Internet Banking Document (26).csv
27/02/2023,27/02/2023,Retrait sur GAB confrere  695790 FT23058G5QQS\BNK  BNI ANKORONDRANO Route,Retrait,100000.0,,2263623.17,MCB Internet Banking Document (26).csv
28/02/2023,28/02/2023,DB vente carte confrere  334060 FT230599F8QV\BNK  STATION JOVENA AMBOHIMA,Paiement carte,210000.0,,2053623.17,MCB Internet Banking Document (26).csv
28/02/2023,01/03/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230228,Frais bancaires,2000.0,,2051623.17,MCB Internet Banking Document (26).csv
28/02/2023,01/03/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230228,Frais bancaires,10000.0,,2041623.17,MCB Internet Banking Document (26).csv
01/03/2023,01/03/2023,Retrait sur GAB confrere  444480 FT230608HN8S\BNK  BNI BNI ANTSAKAVIRO,Retrait,200000.0,,1841623.17,MCB Internet Banking Document (27).csv
01/03/2023,01/03/2023,Retrait sur GAB confrere  445990 FT23060X01HV\BNK  BNI BNI ANTSAKAVIRO,Retrait,200000.0,,1641623.17,MCB Internet Banking Document (27).csv
01/03/2023,01/03/2023,Retrait sur GAB confrere  446550 FT230608JJZ2\BNK  BNI BNI ANTSAKAVIRO,Retrait,200000.0,,1441623.17,MCB Internet Banking Document (27).csv
01/03/2023,01/03/2023,Retrait sur GAB confrere  444480 FT230608HN8S\BNK  BNI BNI ANTSAKAVIRO,Retrait,200000.0,,1841623.17,MCB Internet Banking Document (28).csv
01/03/2023,01/03/2023,Retrait sur GAB confrere  445990 FT23060X01HV\BNK  BNI BNI ANTSAKAVIRO,Retrait,200000.0,,1641623.17,MCB Internet Banking Document (28).csv
01/03/2023,01/03/2023,Retrait sur GAB confrere  446550 FT230608JJZ2\BNK  BNI BNI ANTSAKAVIRO,Retrait,200000.0,,1441623.17,MCB Internet Banking Document (28).csv
02/03/2023,02/03/2023,Retrait sur GAB confrere  357880 FT230611JK4K\BNK  SGMADA Mahazo 2,Retrait,50000.0,,1391623.17,MCB Internet Banking Document (27).csv
02/03/2023,02/03/2023,Retrait sur GAB confrere  358600 FT230611J388\BNK  SGMADA Mahazo 2,Retrait,50000.0,,1341623.17,MCB Internet Banking Document (27).csv
02/03/2023,02/03/2023,Retrait sur GAB confrere  357880 FT230611JK4K\BNK  SGMADA Mahazo 2,Retrait,50000.0,,1391623.17,MCB Internet Banking Document (28).csv
02/03/2023,02/03/2023,Retrait sur GAB confrere  358600 FT230611J388\BNK  SGMADA Mahazo 2,Retrait,50000.0,,1341623.17,MCB Internet Banking Document (28).csv
03/03/2023,03/03/2023,Retrait sur GAB confrere  695050 FT230628Z0Z7\BNK  BNI BNI AMPASAMPITO,Retrait,100000.0,,1241623.17,MCB Internet Banking Document (27).csv
03/03/2023,03/03/2023,Retrait sur GAB confrere  695050 FT230628Z0Z7\BNK  BNI BNI AMPASAMPITO,Retrait,100000.0,,1241623.17,MCB Internet Banking Document (28).csv
06/03/2023,06/03/2023,DB vente carte etrangere  068340 FT23065XZ0DH\BNK  SPOTIFY AB,Paiement carte,13216.13,,1228407.04,MCB Internet Banking Document (27).csv
06/03/2023,06/03/2023,Retrait sur GAB confrere  453870 FT230652ZF27\BNK  BNI ANKORONDRANO Route,Retrait,100000.0,,1128407.04,MCB Internet Banking Document (27).csv
06/03/2023,06/03/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23065NZPD2\BNK   Prestation Fev 2023 - GW,Autre revenu,,3475710.0,4604117.04,MCB Internet Banking Document (27).csv
06/03/2023,06/03/2023,DB vente carte etrangere  068340 FT23065XZ0DH\BNK  SPOTIFY AB,Paiement carte,13216.13,,1228407.04,MCB Internet Banking Document (28).csv
06/03/2023,06/03/2023,Retrait sur GAB confrere  453870 FT230652ZF27\BNK  BNI ANKORONDRANO Route,Retrait,100000.0,,1128407.04,MCB Internet Banking Document (28).csv
06/03/2023,06/03/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23065NZPD2\BNK   Prestation Fev 2023 - GW,Autre revenu,,3475710.0,4604117.04,MCB Internet Banking Document (28).csv
07/03/2023,07/03/2023,Retrait sur GAB confrere  677690 FT23066YH85L\BNK  BNI ANKORONDRANO Route,Retrait,100000.0,,4504117.04,MCB Internet Banking Document (27).csv
07/03/2023,07/03/2023,Retrait sur GAB confrere  677690 FT23066YH85L\BNK  BNI ANKORONDRANO Route,Retrait,100000.0,,4504117.04,MCB Internet Banking Document (28).csv
08/03/2023,08/03/2023,Retrait sur GAB MCB  405960 FT23067JCH37\BNK  MCB MADA LE BONNET,Retrait,150000.0,,4354117.04,MCB Internet Banking Document (27).csv
08/03/2023,08/03/2023,DB vente carte confrere  567600 FT23067XHSDM\BNK  JUMBO TANJOMBAT,Paiement carte,65890.0,,4288227.04,MCB Internet Banking Document (27).csv
08/03/2023,08/03/2023,Retrait sur GAB confrere  713180 FT2306782HDL\BNK  BNI ANALAKELY 74,Retrait,100000.0,,4188227.04,MCB Internet Banking Document (27).csv
08/03/2023,08/03/2023,Retrait sur GAB MCB  405960 FT23067JCH37\BNK  MCB MADA LE BONNET,Retrait,150000.0,,4354117.04,MCB Internet Banking Document (28).csv
08/03/2023,08/03/2023,DB vente carte confrere  567600 FT23067XHSDM\BNK  JUMBO TANJOMBAT,Paiement carte,65890.0,,4288227.04,MCB Internet Banking Document (28).csv
08/03/2023,08/03/2023,Retrait sur GAB confrere  713180 FT2306782HDL\BNK  BNI ANALAKELY 74,Retrait,100000.0,,4188227.04,MCB Internet Banking Document (28).csv
09/03/2023,09/03/2023,Retrait sur GAB confrere  704680 FT230685NMS0\BNK  SGMADA Mahazo,Retrait,50000.0,,4138227.04,MCB Internet Banking Document (27).csv
09/03/2023,09/03/2023,Retrait sur GAB confrere  704680 FT230685NMS0\BNK  SGMADA Mahazo,Retrait,50000.0,,4138227.04,MCB Internet Banking Document (28).csv
10/03/2023,09/03/2023,Frais de virement FT230696DCPZ\BNK,Frais bancaires,2000.0,,4136227.04,MCB Internet Banking Document (27).csv
10/03/2023,09/03/2023,TVA FT230696DCPZ\BNK,Frais bancaires,400.0,,4135827.04,MCB Internet Banking Document (27).csv
10/03/2023,09/03/2023,Prelevement automatic -DR DD INTERMEDIATARY FT230696DCPZ\BNK   TELMA MOBILE FINV/00084683/23 316219,Autre revenu,,247000.0,3888827.04,MCB Internet Banking Document (27).csv
10/03/2023,09/03/2023,Frais de virement FT230696DCPZ\BNK,Frais bancaires,2000.0,,4136227.04,MCB Internet Banking Document (28).csv
10/03/2023,09/03/2023,TVA FT230696DCPZ\BNK,Frais bancaires,400.0,,4135827.04,MCB Internet Banking Document (28).csv
10/03/2023,09/03/2023,Prelevement automatic -DR DD INTERMEDIATARY FT230696DCPZ\BNK   TELMA MOBILE FINV/00084683/23 316219,Autre revenu,,247000.0,3888827.04,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,DB vente carte etrangere  857050 FT230721DJVS\BNK  SmartGlocal,Paiement carte,46860.41,,3841966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  032350 FT23072PF1WF\BNK  BNI BNI ANTSAKAVIRO,Retrait,100000.0,,3741966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  483180 FT230725K02W\BNK  BNI BNI AMPASAMPITO,Retrait,100000.0,,3641966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  586650 FT23072YVZK0\BNK  SGMADA 67 Ha,Retrait,800000.0,,2841966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  587230 FT23072PYXX3\BNK  SGMADA 67 Ha,Retrait,800000.0,,2041966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  587750 FT23072QK3CF\BNK  SGMADA 67 Ha,Retrait,800000.0,,1241966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  588490 FT23072PT7CD\BNK  SGMADA 67 Ha,Retrait,800000.0,,441966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  589320 FT23072F5Z5V\BNK  SGMADA 67 Ha,Retrait,400000.0,,41966.63,MCB Internet Banking Document (27).csv
13/03/2023,13/03/2023,DB vente carte etrangere  857050 FT230721DJVS\BNK  SmartGlocal,Paiement carte,46860.41,,3841966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  032350 FT23072PF1WF\BNK  BNI BNI ANTSAKAVIRO,Retrait,100000.0,,3741966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  483180 FT230725K02W\BNK  BNI BNI AMPASAMPITO,Retrait,100000.0,,3641966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  586650 FT23072YVZK0\BNK  SGMADA 67 Ha,Retrait,800000.0,,2841966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  587230 FT23072PYXX3\BNK  SGMADA 67 Ha,Retrait,800000.0,,2041966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  587750 FT23072QK3CF\BNK  SGMADA 67 Ha,Retrait,800000.0,,1241966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  588490 FT23072PT7CD\BNK  SGMADA 67 Ha,Retrait,800000.0,,441966.63,MCB Internet Banking Document (28).csv
13/03/2023,13/03/2023,Retrait sur GAB confrere  589320 FT23072F5Z5V\BNK  SGMADA 67 Ha,Retrait,400000.0,,41966.63,MCB Internet Banking Document (28).csv
14/03/2023,14/03/2023,Retrait sur GAB confrere  694790 FT23073PM0JP\BNK  BNI BNI AMPASAMPITO,Retrait,30000.0,,11966.63,MCB Internet Banking Document (27).csv
14/03/2023,14/03/2023,Retrait sur GAB confrere  694790 FT23073PM0JP\BNK  BNI BNI AMPASAMPITO,Retrait,30000.0,,11966.63,MCB Internet Banking Document (28).csv
31/03/2023,01/04/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230331,Frais bancaires,2000.0,,9966.63,MCB Internet Banking Document (27).csv
31/03/2023,01/04/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230331,Frais bancaires,2000.0,,9966.63,MCB Internet Banking Document (28).csv
04/04/2023,04/04/2023,Depot en especes  LUI MEME TT23094THXSF,Autre revenu,,50000.0,49966.63,MCB Internet Banking Document (29).csv
04/04/2023,04/04/2023,DB vente carte etrangere  459460 FT230949H5JL\BNK  PAYPRO US INC.,Paiement carte,4468.01,,45498.62,MCB Internet Banking Document (29).csv
05/04/2023,05/04/2023,Retrait sur GAB confrere  761310 FT23095CLZNP\BNK  SGMADA Independance 1,Retrait,30000.0,,15498.62,MCB Internet Banking Document (29).csv
05/04/2023,05/04/2023,DB vente carte etrangere  068400 FT23095N2DVB\BNK  SPOTIFY AB,Paiement carte,13369.02,,2129.6,MCB Internet Banking Document (29).csv
06/04/2023,06/04/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23096VDLQ6\BNK   Prestation - GW - Mars 23,Autre revenu,,3146139.6,3148269.2,MCB Internet Banking Document (29).csv
07/04/2023,07/04/2023,Retrait sur GAB confrere  610580 FT23097S0L9R\BNK  BNI BNI AMPARAFARAVOLA,Retrait,100000.0,,3048269.2,MCB Internet Banking Document (29).csv
11/04/2023,11/04/2023,Retrait sur GAB confrere  369760 FT23101XD9JH\BNK  BNI BNI AMPARAFARAVOLA,Retrait,200000.0,,2848269.2,MCB Internet Banking Document (29).csv
11/04/2023,11/04/2023,Retrait sur GAB confrere  370370 FT23101CL9LB\BNK  BNI BNI AMPARAFARAVOLA,Retrait,100000.0,,2748269.2,MCB Internet Banking Document (29).csv
11/04/2023,11/04/2023,Retrait sur GAB confrere  418590 FT23101RQFV5\BNK  BNI CMT AMBOHIMANGAKELY,Retrait,200000.0,,2548269.2,MCB Internet Banking Document (29).csv
11/04/2023,11/04/2023,Retrait sur GAB confrere  397820 FT23101M5LWG\BNK  SGMADA Mahazo,Retrait,800000.0,,1748269.2,MCB Internet Banking Document (29).csv
11/04/2023,11/04/2023,DB vente carte etrangere  REV FT23101STDY3\BNK   459620 PAYPRO US INC.,Paiement carte,4468.01,,1752737.21,MCB Internet Banking Document (29).csv
12/04/2023,11/04/2023,Frais de virement FT23102CKCMC\BNK,Frais bancaires,2000.0,,1750737.21,MCB Internet Banking Document (29).csv
12/04/2023,11/04/2023,TVA FT23102CKCMC\BNK,Frais bancaires,400.0,,1750337.21,MCB Internet Banking Document (29).csv
12/04/2023,11/04/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23102CKCMC\BNK   TELMA S.A F2304777773,Autre revenu,,249000.0,1501337.21,MCB Internet Banking Document (29).csv
12/04/2023,12/04/2023,Retrait sur GAB confrere  312620 FT23102PQWKP\BNK  SGMADA AGENCE ILAFY --A,Retrait,50000.0,,1451337.21,MCB Internet Banking Document (29).csv
12/04/2023,12/04/2023,Retrait sur GAB confrere  709140 FT23102L5HGP\BNK  SGMADA Mahazo,Retrait,50000.0,,1401337.21,MCB Internet Banking Document (29).csv
13/04/2023,13/04/2023,Retrait sur GAB confrere  368590 FT23103WCZ5D\BNK  BNI BNI AMPASAMPITO,Retrait,800000.0,,601337.21,MCB Internet Banking Document (29).csv
13/04/2023,13/04/2023,Retrait sur GAB confrere  369260 FT23103R2SQ6\BNK  BNI BNI AMPASAMPITO,Retrait,200000.0,,401337.21,MCB Internet Banking Document (29).csv
13/04/2023,13/04/2023,Retrait sur GAB confrere  369930 FT23103RMC1S\BNK  BNI BNI AMPASAMPITO,Retrait,150000.0,,251337.21,MCB Internet Banking Document (29).csv
14/04/2023,14/04/2023,DB vente carte etrangere  002830 FT2310497BWH\BNK  PAYPAL,Paiement carte,4496.52,,246840.69,MCB Internet Banking Document (29).csv
14/04/2023,14/04/2023,DB vente carte etrangere  REV FT23104RQRZH\BNK   002940 PAYPAL,Paiement carte,4496.52,,251337.21,MCB Internet Banking Document (29).csv
14/04/2023,14/04/2023,DB vente carte etrangere  002970 FT23104MT0H8\BNK  PAYPAL PREM KUMAR,Paiement carte,44981.4,,206355.81,MCB Internet Banking Document (29).csv
14/04/2023,14/04/2023,Retrait sur GAB confrere  492270 FT23104JTRP2\BNK  BNI BNI ANDRAVOAHANGY,Retrait,100000.0,,106355.81,MCB Internet Banking Document (29).csv
18/04/2023,18/04/2023,DB vente carte etrangere  460040 FT2310851RM8\BNK  PayPro US Inc.,Paiement carte,22586.63,,83769.18,MCB Internet Banking Document (29).csv
25/04/2023,25/04/2023,Transfert compte a compte RefundPAYPRO US INC. FT23115B72KQ\B99  RefundPAYPRO US,Remboursement,,21325.71,105094.89,MCB Internet Banking Document (29).csv
25/04/2023,25/04/2023,Retrait sur GAB confrere  577920 FT23115GCNYH\BNK  BNI BNI AMPASAMPITO,Retrait,50000.0,,55094.89,MCB Internet Banking Document (29).csv
28/04/2023,01/05/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230430,Frais bancaires,2000.0,,53094.89,MCB Internet Banking Document (29).csv
28/04/2023,01/05/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230430,Frais bancaires,10000.0,,43094.89,MCB Internet Banking Document (29).csv
05/05/2023,05/05/2023,DB vente carte etrangere  068330 FT23125JPY5F\BNK  SPOTIFY AB,Paiement carte,13481.62,,29613.27,MCB Internet Banking Document (30).csv
05/05/2023,05/05/2023,Depot en especes MR FANOMEZANIRINA FENOHERY TT23125WXL55,Autre revenu,,300000.0,329613.27,MCB Internet Banking Document (30).csv
05/05/2023,05/05/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23125XPQDV\BNK   Prestation - Avril 2023 - GW,Autre revenu,,543790.8,873404.07,MCB Internet Banking Document (30).csv
08/05/2023,08/05/2023,Retrait sur GAB confrere  400860 FT23128NXLMR\BNK  SGMADA Mahazo 2,Retrait,550000.0,,323404.07,MCB Internet Banking Document (30).csv
11/05/2023,10/05/2023,Frais de virement FT23131L1F81\BNK,Frais bancaires,2000.0,,321404.07,MCB Internet Banking Document (30).csv
11/05/2023,10/05/2023,TVA FT23131L1F81\BNK,Frais bancaires,400.0,,321004.07,MCB Internet Banking Document (30).csv
11/05/2023,10/05/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23131L1F81\BNK   TELMA S.A F2305821921,Autre revenu,,249000.0,72004.07,MCB Internet Banking Document (30).csv
12/05/2023,12/05/2023,Retrait sur GAB confrere  565450 FT231324P7CG\BNK  BNI ANKORONDRANO Route,Retrait,50000.0,,22004.07,MCB Internet Banking Document (30).csv
15/05/2023,15/05/2023,DB vente carte etrangere  741320 FT23135SJFZN\BNK  FACEBK ADS,Paiement carte,9020.09,,12983.98,MCB Internet Banking Document (30).csv
15/05/2023,15/05/2023,DB vente carte etrangere  270890 FT23135HK1V2\BNK  FACEBK 4C863QT3T2,Paiement carte,45.11,,12938.87,MCB Internet Banking Document (30).csv
15/05/2023,15/05/2023,DB vente carte etrangere  381930 FT23135643SR\BNK  FACEBK ADS,Paiement carte,9022.35,,3916.52,MCB Internet Banking Document (30).csv
19/05/2023,19/05/2023,DB vente carte etrangere  666430 FT23139K3NXQ\BNK  FACEBK 8WSKDPB4T2,Paiement carte,135.62,,3780.9,MCB Internet Banking Document (30).csv
31/05/2023,01/06/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230531,Frais bancaires,2000.0,,1780.9,MCB Internet Banking Document (30).csv
13/06/2023,13/06/2023,Depot en especes  LUI MEME TT23164K5L4W,Autre revenu,,300000.0,291780.9,MCB Internet Banking Document (31).csv
14/06/2023,14/06/2023,DB vente carte etrangere  068350 FT231652YG8Y\BNK  SPOTIFY AB,Paiement carte,13625.24,,278155.66,MCB Internet Banking Document (31).csv
16/06/2023,16/06/2023,Frais de virement FT231672QH82\BNK,Frais bancaires,2000.0,,276155.66,MCB Internet Banking Document (31).csv
16/06/2023,16/06/2023,TVA FT231672QH82\BNK,Frais bancaires,400.0,,275755.66,MCB Internet Banking Document (31).csv
16/06/2023,16/06/2023,Transfert compte a compte TELMA MOBILE FT231672QH82\BNK   F2306871760 TELMA SA,Autre revenu,,249000.0,26755.66,MCB Internet Banking Document (31).csv
19/06/2023,19/06/2023,DB vente carte etrangere  598360 FT23170LX8ZB\BNK  PAYPAL,Paiement carte,4585.42,,22170.24,MCB Internet Banking Document (31).csv
19/06/2023,19/06/2023,DB vente carte etrangere  598880 FT231704L1H3\BNK  PAYPAL,Paiement carte,4585.42,,17584.82,MCB Internet Banking Document (31).csv
19/06/2023,19/06/2023,DB vente carte etrangere  600300 FT23170R56BG\BNK  PAYPAL,Paiement carte,4585.42,,12999.4,MCB Internet Banking Document (31).csv
19/06/2023,19/06/2023,DB vente carte etrangere  602840 FT23170HSBC4\BNK  PAYPAL,Paiement carte,4585.42,,8413.98,MCB Internet Banking Document (31).csv
19/06/2023,19/06/2023,DB vente carte etrangere  611100 FT23170C513R\BNK  PAYPAL,Paiement carte,4585.42,,3828.56,MCB Internet Banking Document (31).csv
30/06/2023,01/07/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230630,Frais bancaires,2000.0,,1828.56,MCB Internet Banking Document (31).csv
06/07/2023,06/07/2023,Depot en especes  LUI MEME TT231870X9TT,Autre revenu,,280000.0,271828.56,MCB Internet Banking Document (32).csv
10/07/2023,10/07/2023,DB vente carte etrangere  068380 FT23191D8HPT\BNK  SPOTIFY AB,Paiement carte,13906.66,,257921.9,MCB Internet Banking Document (32).csv
11/07/2023,10/07/2023,Frais de virement FT231929CLKR\BNK,Frais bancaires,2000.0,,255921.9,MCB Internet Banking Document (32).csv
11/07/2023,10/07/2023,TVA FT231929CLKR\BNK,Frais bancaires,400.0,,255521.9,MCB Internet Banking Document (32).csv
11/07/2023,10/07/2023,Prelevement automatic -DR DD INTERMEDIATARY FT231929CLKR\BNK   TELMA S.A F2307931361,Autre revenu,,249000.0,6521.9,MCB Internet Banking Document (32).csv
