x1i10hfl href	x1lliihq	x1b0d499 src	x6s0dn4	x6ikm8r	x193iq5w 2	x193iq5w 3	x193iq5w 4	x193iq5w 5	x193iq5w 6	x193iq5w 7	xl1xv1r src
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5NDIyOTU0MDA1NTk0MzoxMjIxOTQyMjk1NDAwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🎯 Jour 2 – Foire aux Fromages 2025
📍 Retrouvez FATAPLUS au Stand B – Jardin Antaninarenina, Antananarivo

Vous êtes producteur, entrepreneur ou acteur du monde rural ?
Venez découvrir comment l’intelligence artificielle et le digital peuvent transformer votre activité, même en zone reculée.

💡 FATAPLUS propose des solutions intelligentes pour l’agriculture, ainsi que des services numériques sur mesure : création de sites web, design digital et outils connectés adaptés au monde rural.

📆 Nous vous accueillons aujourd’hui jusqu’à 17h, au Stand B, pour échanger, tester et construire ensemble l’avenir agricole de Madagascar.

📞 034 20 472 13 | 034 52 920 32
🌐fata.plus
#FATAPLUS #IntelligenceArtificielle #DigitalRural #WebDesign #FoireFromage2025 #StandB #MadagascarConnecte #AgricultureModerne"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	11 juil. 2025	205	--	18	0	149	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/518378212_122194187990055943_1806376605289852229_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=W5Pu_hfECvgQ7kNvwECuYAS&_nc_oc=AdkptiC10F6kh-QOt-4Bm5oX0LiNaMMfizI5dHsmA9gmPXC24ddxrR5ksS938dLk-iQ&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=3TO5xWb79qg9qS-ynEwIRg&oh=00_AfpHU4fcCgryYdsG4tlCVtl7vTdCZbrCBcqTBOcILkrw9A&oe=696C37CF
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5NDE4NzMzNjA1NTk0MzoxMjIxOTQxODczMzYwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🎉 **C’EST AUJOURD’HUI !** 🎉
📍 *FATAPLUS vous attend à la Foire aux Fromages 2025 – Jardin Antaninarenina !*

Du **10 au 12 juillet**, venez découvrir comment la **technologie peut transformer l’agriculture et l’économie rurale à Madagascar**.

👨‍🌾💻 À notre stand, vous trouverez :
🔹 Solutions digitales sur mesure (sites web, logiciels)
🔹 Outils technologiques adaptés aux producteurs
🔹 Conseil en transformation numérique
🔹 Accompagnement pour une agriculture moderne, connectée et durable

📢 FATAPLUS, c’est :
**Connecter. Cultiver. Prospérer.**
➡️ Connecter les acteurs ruraux aux producteurs directes
➡️ Cultiver les savoirs et les compétences
➡️ Prospérer ensemble grâce à l’innovation

📍 **Stand FATAPLUS** – Jardin Antaninarenina, Antananarivo
📆 **Aujourd’hui jusqu’au 12 juillet**

📞 Contact :
+261 34 20 472 13 | +261 34 52 920 32
✉️ [contact@fata.plus](mailto:contact@fata.plus)
🌐 [https://fata.plus](https://fata.plus)

📸 Passez nous voir, échangeons et bâtissons ensemble le futur du monde agricole à Madagascar !

\#FATAPLUS #FoireFromage2025 #TransformationDigitale #TechnologieRurale #AgricultureModerne #MadagascarDigital #Antaninarenina #InnovationRurale"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	10 juil. 2025	145	--	6	0	106	0	https://external.ftnr2-2.fna.fbcdn.net/emg1/v/t13/385064365529561735?url=https%3A%2F%2Ffata.plus%2Fwp-content%2Fuploads%2F2024%2F03%2Flogomark-2.png&fb_obo=1&utld=fata.plus&stp=c0.5000x0.5000f_dst-emg0_p104x104_q75_tt6&_nc_gid=3TO5xWb79qg9qS-ynEwIRg&_nc_oc=AdkL5HUkGZhByFxAJpEoyaL3etIC9z5HeEib5YK4VS-Hsji46MdOLMowo2EP1AxKFDk&ccb=13-1&oh=06_Q3-7AXoV8SVZYlspUEy-U6GMrK72g_vOMAmThVle9QtZ3I8p&oe=69684BC8&_nc_sid=75a2bd
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5MzkzMjY1NDA1NTk0MzoxMjIxOTM5MzI2NTQwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🎉 FATAPLUS à la Foire aux Fromages 2025 – Jardin Antaninarenina ! 🧀🇲🇬

FATAPLUS participera à la Foire aux Fromages, du 10 au 12 juillet 2025 au Jardin Antaninarenina, Antananarivo.

👉 À cette occasion, venez découvrir notre expertise en :

🌐 Conception, développement et mise en œuvre de sites web et logiciels personnalisés

🛠️ Vente de solutions logicielles et technologies adaptées au monde rural

💡 Conseil et accompagnement en transformation digitale

🌾 Appui technologique pour une agriculture moderne, connectée et durable

Nous accompagnons les agriculteurs, producteurs et entrepreneurs malagasy vers une meilleure gestion, communication et performance grâce aux outils numériques.

📍 Stand FATAPLUS – Jardin Antaninarenina, Antananarivo
📞 Contactez-nous :
👉 +261 34 20 472 13 | +261 34 52 920 32
📧 contact@fata.plus
🌐 https://fata.plus

FATAPLUS, l’innovation numérique au service du monde agricole et des acteurs économiques malagasy.
Venez nous rencontrer et bâtissons ensemble le futur !

#FATAPLUS #TransformationDigitale #TechnologieRurale #AgricultureModerne #SiteWeb #Logiciel #ConseilTech #B2B #FoireFromage2025 #MadagascarDigital"		Crossposté •	8 juil. 2025	193	--	9	0	127	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/518139070_122193932606055943_2574984293600716854_n.jpg?stp=dst-jpg_s168x128_tt6&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=XWeioDw5IRMQ7kNvwGt-rJO&_nc_oc=AdmqeW3RdwuaQocg4h3wp3ulESwDQ6vXHxTSdIeauWKFsK1EP6BoWDRjG44EVrDR2DY&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=3TO5xWb79qg9qS-ynEwIRg&oh=00_AfqyB15vlOKh_eS5DFmtyxxMZqFyNKQjEWfFPYfsX_opmg&oe=696C29D8
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOlZLOjEyMjE5MzY2NTg1ODA1NTk0Mw%3D%3D&entry_point=ProdashCometContentLibraryTable	Aucun contenu textuel	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	5 juil. 2025	0	--	5	0	0	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/516388654_122193665864055943_1923950361047466506_n.png?stp=dst-png_p228x119&_nc_cat=105&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=YVI5NApH268Q7kNvwG6DfQt&_nc_oc=AdlsQdN9jBCpA6JED_ySoHiKGYyjYwA0XkYCjaacAn8vzlPZIX2ILgc3iMEWA-0nZfA&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=3TO5xWb79qg9qS-ynEwIRg&oh=00_Afq-_ur7O9DCzWGm_8kIpG7kRAU4PoHfytBWW4DUPThbGg&oe=696C58EF
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5MzUxNDkyMjA1NTk0MzoxMjIxOTM1MTQ5MjIwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🎉 FATAPLUS à la Foire aux Fromages 2025 – Jardin Antaninarenina ! 🧀🇲🇬

Nous avons le plaisir de vous annoncer la participation de FATAPLUS à la Foire aux Fromages, qui se tiendra du 10 au 12 juillet 2025 au Jardin Antaninarenina, Antananarivo.

👉 Venez découvrir nos solutions digitales pour les agriculteurs, producteurs et acheteurs malagasy.
Une belle occasion de se rencontrer, échanger, et construire ensemble une agriculture moderne et connectée.

📍 Stand FATAPLUS – Jardin Antaninarenina, Antananarivo
📞 Contactez-nous :
👉 +261 34 20 472 13 | +261 34 52 920 32
📧 contact@fata.plus
🌐 https://fata.plus

FATAPLUS, l’innovation au service du monde agricole.
Venez nous rencontrer !

#FATAPLUS #Infomaniak #MessageriePro #Mailing #Digitalisation #SupportLocal #B2B #TransformationDigitale #LinkedInMG #FacebookBusinessMG"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	4 juil. 2025	209	--	12	0	134	0	https://external.ftnr2-2.fna.fbcdn.net/emg1/v/t13/385064365529561735?url=https%3A%2F%2Ffata.plus%2Fwp-content%2Fuploads%2F2024%2F03%2Flogomark-2.png&fb_obo=1&utld=fata.plus&stp=c0.5000x0.5000f_dst-emg0_p104x104_q75_tt6&_nc_gid=3TO5xWb79qg9qS-ynEwIRg&_nc_oc=AdkL5HUkGZhByFxAJpEoyaL3etIC9z5HeEib5YK4VS-Hsji46MdOLMowo2EP1AxKFDk&ccb=13-1&oh=06_Q3-7AXoV8SVZYlspUEy-U6GMrK72g_vOMAmThVle9QtZ3I8p&oe=69684BC8&_nc_sid=75a2bd
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5MzEyMTIwMjA1NTk0MzoxMjIxOTMxMjEyMDIwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌿 Rejoignez la communauté FATAPLUS sur WhatsApp !

Vous êtes agriculteur, acheteur ou passionné par l’agriculture à Madagascar ?
Rejoignez notre groupe pour accéder à :
✅ Formations gratuites
✅ Bons plans & acheteurs directs
✅ Conseils agricoles et opportunités

📲 Cliquez ici pour rejoindre :
👉 https://chat.whatsapp.com/CFTXqgCKbhr1Ii92CZqSXP

📧 Contact : contact@fata.plus
🌐 Site : https://fata.plus"		Crossposté •	30 juin 2025	167	--	12	0	103	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/514117881_122193121154055943_4145669642886843815_n.jpg?stp=dst-jpg_s180x540_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=wjsUPMhPNbcQ7kNvwES-ioS&_nc_oc=Adly3MwudP_1Q7Rw67PAP9mLUhfp3SZxcg9kRXC3f9e8OFhXbZNS2hwahosMeCFWx6c&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-UQawMow3TlhRktIpRCcgw&oh=00_Afo7LisGzZta2C_QYilvrfgcxJqp4o7lgCiZGm1c7MIChQ&oe=696C24AC
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5MjU5MjQ1MjA1NTk0MzoxMjIxOTI1OTI0NTIwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"Accélérez votre digitalisation avec FATAPLUS.

Nous sommes FATAPLUS, une entreprise malgache spécialisée dans :
✅ Création de sites web
✅ Développement de logiciels sur mesure
✅ Vente de solutions numériques
✅ Conseil en agriculture moderne et technologie

Nous aidons les PME, coopératives, ONG et collectivités à améliorer leur performance grâce à des outils digitaux simples, adaptés et efficaces.

📞 Intéressé(e) ? Discutons 15 min pour voir comment on peut vous aider.

Contact :
+261 34 20 472 13 | +261 34 52 920 32
📧 contact@fata.plus
🌐 https://fata.plus

#FATAPLUS #Digitalisation #SupportLocal #TransformationDigitale"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	25 juin 2025	155	--	11	0	107	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/511379595_122192592416055943_2574673704463693503_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=IRrrTU9VrUoQ7kNvwHA67c8&_nc_oc=AdlBQrDy4XEv7I74KHyGG3_ckNEU28Ft5LwQMNaqM94p1lcY71afWsJd_dGt-cSoEvk&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-UQawMow3TlhRktIpRCcgw&oh=00_Afq2ihH3nIt5HAI3PZR6b0VVjzaIlaf826YJ3x44KCmiiQ&oe=696C4075
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5MDE3NzY4NjA1NTk0MzoxMjIxOTAxNzc2ODYwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌱 Fataplus, l’innovation au service de l’agriculture malgache
Découvrez nos solutions numériques pour moderniser votre exploitation :
🚀 MVP & prototypage, 
📊 données & alertes IA, 
🛒 marketplace traçable, 
📡 fermes connectées, 
🎓 formation Digital Farmer.

📞 Contactez-nous :
👉 +261 34 20 472 13 | +261 34 52 920 32
📧 contact@fata.plus
🌐 https://fata.plus

#FATAPLUS #AgriTech #AgricultureDurable #Madagascar #InnovationRurale #TechPourTous #VitaMalagasy #JeunesAgriculteurs"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	2 juin 2025	192	--	10	0	120	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/503456925_122190145652055943_6109487090423548403_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=DqKsqkV4vYUQ7kNvwHauOf0&_nc_oc=Admno4m2NF4KTFGWP97EUI2XbvatSeNkqqZoZLA2--i2fm6g6q7EA0Zen91zVNrq0dA&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-UQawMow3TlhRktIpRCcgw&oh=00_AfoTF47RY-4k8nrYYYTaYJ5h2dKs-_iYene5W44Fjjqv6A&oe=696C467F
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE5MDE0NTUzODA1NTk0MzoxMjIxOTAxNDU1MzgwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌾 Agriculteurs, optimisez vos récoltes avec Fataplus !
📊 Suivi des stocks en temps réel, 🌦️ météo agricole, 💰 prix du marché, 📅 planification des campagnes...
Tout est réuni pour une agriculture plus rentable et efficace à Madagascar !

📞 Contactez-nous :
👉 +261 34 20 472 13 | +261 34 52 920 32
📧 contact@fata.plus
🌐 https://fata.plus

#FATAPLUS #AgriTech #AgricultureDurable #Madagascar #InnovationRurale #TechPourTous #VitaMalagasy #JeunesAgriculteurs"		Crossposté •	2 juin 2025	241	--	23	0	138	2	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/503426192_122190145232055943_4028980100177940581_n.jpg?stp=dst-jpg_s168x128_tt6&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=sQmGJ0ecwgoQ7kNvwHIQzIp&_nc_oc=AdnuFpmgyRkcpZjFdwGEPGgLtjOvtzwM3kzZ_WXHcEFo0zFFvFAMEqFsCjphIAdnPMk&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-UQawMow3TlhRktIpRCcgw&oh=00_AfrigxmW0aCHtCGTOx-WxjTehRYnCdPM2dwyV9fPygjpTg&oe=696C52CD
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTk4OTM4ODA1NTk0MzoxMjIxODk5ODkzODgwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌿 Merci à tous ceux qui ont visité notre stand aujourd’hui à Creative Minds !
Votre présence et vos échanges nous motivent à aller encore plus loin pour une agriculture innovante à Madagascar. 🙏

🚀 Nos services Fataplus :
• Product Thinking : MVP, prototypage, roadmap agile
• Data & IA : météo, intrants, alertes WhatsApp
• e-Commerce : marketplace B2B, traçabilité, QR/Blockchain
• Smart Farm : capteurs LoRa, réseau LTE, dashboard
• Learning : parcours “Digital Farmer”, formations

📞 Contactez-nous :
👉 +261 34 20 472 13 | +261 34 52 920 32
📧 contact@fata.plus
🌐 https://fata.plus

#Fataplus #AgriTech #CreativeMinds2025 #SmartFarming #DigitalFarmer #Madagascar"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	31 mai 2025	239	--	69	0	138	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/501755329_122189966906055943_1734056590188600960_n.jpg?stp=dst-jpg_s180x540_tt6&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LQxlNLSRJWwQ7kNvwHP5vUk&_nc_oc=AdnHamexSvMhK4-OGYMzI5gxZKlMdRql8xClQb-FnYB6YHI29BBeIwRd4eE0RgLNF3Y&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-UQawMow3TlhRktIpRCcgw&oh=00_Afq8oO8bRNMsw2BzNqz5cM7mlkequUmFNCOKDLeOBejeEg&oe=696C36D1
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTk2NjEyNjA1NTk0MzoxMjIxODk5NjYxMjYwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"FATAPLUS à l'honneur aux Creative Minds Awards aujourd'hui 2025 !
Dans un monde en pleine transformation, Fataplus incarne la fusion entre innovation, agriculture et impact durable 🌱🤖

📞 Infos & collaborations :
👉 +261 34 20 472 13
👉 +261 34 52 920 32
📧 Email : contact@fata.plus
📍 Fataplus x Creative Minds, c’est plus qu’une présence : c’est un signal fort pour l’avenir de l’agriculture malgache 💡
#Fataplus #CreativeMinds2025 #Agritech #StartupGasy #InnovationMalagasy #TransformationDigitale Voir moins"		Crossposté •	31 mai 2025	244	--	70	0	138	1	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/502499622_122189965724055943_7910732329550553151_n.jpg?stp=dst-jpg_s180x540_tt6&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=rTYrpOxVT38Q7kNvwHYyQOq&_nc_oc=Adm6s1MXk1QYCClI0F4M7X_wlRLhVawiMuCdeKg8KBnQxOisAS4GUgQRP-c1AGS6Dtk&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-d0-DC6424pUICHbKeZNOA&oh=00_AfpdHvLquuclvuw1oOtnPPkBym2G9uNoPBAX_QlI_0LZUA&oe=696C5B4F
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTk1ODg1NDA1NTk0MzoxMjIxODk5NTg4NTQwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"J-J  CREATIVE MINDS
Retrouvez nous au CanalOlympia Iarivo pour un événement hors du commun qui célèbre les esprits créatifs et les solutions qui changent Madagascar.
🌟 FATAPLUS à l'honneur aux Creative Minds Awards 2025 !
Dans un monde en pleine transformation, Fataplus incarne la fusion entre innovation, agriculture et impact durable 🌱🤖

🎫 Réservez maintenant sur https://www.ticketplace.io/event/82qhufxwslbtz3c5gpod avant qu’il n’y en ait plus !
📞 Infos & collaborations :
👉 +261 34 20 472 13
👉 +261 34 52 920 32

📧 Email : contact@fata.plus

📍 Fataplus x Creative Minds, c’est plus qu’une présence : c’est un signal fort pour l’avenir de l’agriculture malgache 💡
#Fataplus #CreativeMinds2025 #Agritech #StartupGasy #InnovationMalagasy #TransformationDigitale Voir moins"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	31 mai 2025	174	--	30	0	105	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/501749451_122189958548055943_2267805807958208230_n.jpg?stp=cp6_dst-jpg_s228x119_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=3FRXiBWGzCoQ7kNvwG6EQHH&_nc_oc=AdkpEiphfkcvd2l6D1L6_7JrRW5hGRbRbGxeBjf_DSRYMPeQIcqQBWrnS88cr_XbYZQ&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-d0-DC6424pUICHbKeZNOA&oh=00_Afr9hMygBt8KgeYK9RcV-If4dttFBpnb2Vnc27eBnDB2HA&oe=696C4AFC
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTg2OTIyMDA1NTk0MzoxMjIxODk4NjkyMjAwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌟 FATAPLUS à l'honneur aux Creative Minds Awards 2025 !
Dans un monde en pleine transformation, Fataplus incarne la fusion entre innovation, agriculture et impact durable 🌱🤖
🔥 Retrouvez-nous DEMAIN 31 mai 2025 à CanalOlympia Iarivo pour un événement hors du commun qui célèbre les esprits créatifs et les solutions qui changent Madagascar.
🎫 Réservez maintenant sur https://www.ticketplace.io/event/82qhufxwslbtz3c5gpod avant qu’il n’y en ait plus !
📞 Infos & collaborations :
👉 +261 34 20 472 13
👉 +261 34 52 920 32
📧 Email : contact@fata.plus
📍 Fataplus x Creative Minds, c’est plus qu’une présence : c’est un signal fort pour l’avenir de l’agriculture malgache 💡
#Fataplus #CreativeMinds2025 #Agritech #StartupGasy #InnovationMalagasy #TransformationDigitale Voir moins"	https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/3mP4gIjvEEU.png	Publiée •	30 mai 2025	147	--	18	0	86	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/500452008_122189868998055943_2499637091191826783_n.jpg?stp=dst-jpg_s228x119_tt6&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=b-Utvdm6yhIQ7kNvwG8OrC1&_nc_oc=AdmTpvUugqir76jLdZ0gS0-wx7BDiYn2Cj87xJHG5T1OC8zlivCVRMfywlGeMLasKRs&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-d0-DC6424pUICHbKeZNOA&oh=00_AfqxLklI_XU0aiM3GqUl-vS5EhABNPRY88OpQrHfhHh7BA&oe=696C39DA
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTc4OTA1NDA1NTk0MzoxMjIxODk3ODkwNTQwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌟 FATAPLUS à l'honneur aux Creative Minds Awards 2025 !
Dans un monde en pleine transformation, Fataplus incarne la fusion entre innovation, agriculture et impact durable 🌱🤖
🔥 Retrouvez-nous le 31 mai 2025 à CanalOlympia Iarivo pour un événement hors du commun qui célèbre les esprits créatifs et les solutions qui changent Madagascar.
💬 Venez découvrir :
✔️ Nos technologies agricoles intelligentes
✔️ Nos formations digitales pour agripreneurs
✔️ Nos solutions de marché pour producteurs et acheteurs
🎫 Réservez maintenant sur https://www.ticketplace.io/event/82qhufxwslbtz3c5gpod avant qu’il n’y en ait plus !
📞 Infos & collaborations :
👉 +261 34 20 472 13
👉 +261 34 52 920 32
📧 Email : contact@fata.plus
📍 Fataplus x Creative Minds, c’est plus qu’une présence : c’est un signal fort pour l’avenir de l’agriculture malgache 💡
#Fataplus #CreativeMinds2025 #Agritech #StartupGasy #InnovationMalagasy #TransformationDigitale Voir moins"		Crossposté •	29 mai 2025	1 376	--	75	0	1 060	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/500366905_122189788982055943_2976705640514539781_n.jpg?stp=dst-jpg_s206x206_tt6&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=h_6_g1oHOX0Q7kNvwGSn4cu&_nc_oc=AdmdTCSO2r_MtVwXh-WAotKe-5xldo6LnXjTEdRE_Qf0MtotON-Gqp9w1R09zWM6jMU&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-d0-DC6424pUICHbKeZNOA&oh=00_AfrnKE5uPj3oYPpvXv10t8gzR8ad514a6I7PSQsknjFzRQ&oe=696C2800
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTUwOTgyMDA1NTk0MzoxMjIxODk1MDk4MjAwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	"🌟 FATAPLUS à l'honneur aux Creative Minds Awards 2025 !

Dans un monde en pleine transformation, Fataplus incarne la fusion entre innovation, agriculture et impact durable 🌱🤖

🔥 Retrouvez-nous le 31 mai 2025 à CanalOlympia Iarivo pour un événement hors du commun qui célèbre les esprits créatifs et les solutions qui changent Madagascar.

💬 Venez découvrir :
✔️ Nos technologies agricoles intelligentes
✔️ Nos formations digitales pour agripreneurs
✔️ Nos solutions de marché pour producteurs et acheteurs

🎫 Réservez maintenant sur https://www.ticketplace.io/event/82qhufxwslbtz3c5gpod avant qu’il n’y en ait plus !

📞 Infos & collaborations :
👉 +261 34 20 472 13
👉 +261 34 52 920 32
📧 Email : contact@fata.plus

📍 Fataplus x Creative Minds, c’est plus qu’une présence : c’est un signal fort pour l’avenir de l’agriculture malgache 💡

#Fataplus #CreativeMinds2025 #Agritech #StartupGasy #InnovationMalagasy #TransformationDigitale Voir moins"		Crossposté •	26 mai 2025	127	--	7	0	83	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/499834143_122189509772055943_6850476215434667207_n.jpg?stp=dst-jpg_s228x119_tt6&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ni55ijJAObUQ7kNvwFaDnuA&_nc_oc=AdlvT24XZVyQBAEVlPfSEKUfWr2iu_cIrJb6DljtAL2Ph3jD8p_pRlXV4fGxDcteY0k&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=-d0-DC6424pUICHbKeZNOA&oh=00_AfrJcpU6c_qC3q9ISqAMoCXOZ0LXdl_PAHlY9H43YE_UiQ&oe=696C4D1E
https://www.facebook.com/content/insights/?content_id=UzpfSTYxNTUxNjc4MzA1ODMxOjEyMjE4OTUwODUzNjA1NTk0MzoxMjIxODk1MDg1MzYwNTU5NDM%3D&entry_point=ProdashCometContentLibraryTable	Aucun contenu textuel		Crossposté •	26 mai 2025	116	--	5	0	74	0	https://scontent.ftnr2-2.fna.fbcdn.net/v/t39.30808-6/501754905_122189508494055943_7594734763700591249_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Yd2XZgkd2koQ7kNvwEA1tbp&_nc_oc=AdmAF8twnmhzxvxKV2pZ-Xh9gqPx7whMV74kJfMB9oFNPn5IaEws86Phbh7H6E6xNik&_nc_zt=23&_nc_ht=scontent.ftnr2-2.fna&_nc_gid=ibTpW_cajDE8mVQm8zavUA&oh=00_Afpqy6hjkOx1UdLcEVuTxnlAotU3TVmv3Cfda-UX7ppKBg&oe=696C2D6A
